id,focus,signal,slack,drag,confidence,score,lane
l001,rename risk,35,33,6,25,151,watch
l002,operator cost,35,34,6,55,182,watch
l003,idempotence,35,35,6,85,213,ship
l004,dry-run spread,35,36,18,25,130,watch
l005,rename risk,35,37,18,55,161,watch
l006,operator cost,35,38,18,85,192,ship
l007,idempotence,35,39,34,25,101,hold
l008,dry-run spread,35,40,34,55,132,watch
l009,rename risk,35,41,34,85,163,watch
l010,operator cost,60,42,6,25,235,ship
l011,idempotence,60,43,6,55,266,ship
l012,dry-run spread,60,44,6,85,297,ship
l013,rename risk,60,45,18,25,214,ship
l014,operator cost,60,46,18,55,245,ship
l015,idempotence,60,47,18,85,276,ship
l016,dry-run spread,60,48,34,25,185,ship
l017,rename risk,60,32,34,55,199,ship
l018,operator cost,60,33,34,85,230,ship
l019,idempotence,85,34,6,25,302,ship
l020,dry-run spread,85,35,6,55,333,ship
l021,rename risk,85,36,6,85,364,ship
l022,operator cost,85,37,18,25,281,ship
l023,idempotence,85,38,18,55,312,ship
l024,dry-run spread,85,39,18,85,343,ship
l025,rename risk,85,40,34,25,252,ship
l026,operator cost,85,41,34,55,283,ship
l027,idempotence,85,42,34,85,314,ship
